grade_B,grade_C,grade_D,grade_E,grade_F,grade_G,sub_grade_A2,sub_grade_A3,sub_grade_A4,sub_grade_A5,sub_grade_B1,sub_grade_B2,sub_grade_B3,sub_grade_B4,sub_grade_B5,sub_grade_C1,sub_grade_C2,sub_grade_C3,sub_grade_C4,sub_grade_C5,sub_grade_D1,sub_grade_D2,sub_grade_D3,sub_grade_D4,sub_grade_D5,sub_grade_E1,sub_grade_E2,sub_grade_E3,sub_grade_E4,sub_grade_E5,sub_grade_F1,sub_grade_F2,sub_grade_F3,sub_grade_F4,sub_grade_F5,sub_grade_G1,sub_grade_G2,sub_grade_G3,sub_grade_G4,home_ownership_OWN,home_ownership_RENT,verification_status_Source Verified,verification_status_Verified,loan_status_Current,loan_status_Default,loan_status_Fully Paid,loan_status_Late (31-120 days),int_rate,loan_amnt,funded_amnt,funded_amnt_inv,term,installment,emp_length,annual_inc,issue_month,issue_year,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,acc_now_delinq
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,14.65,0.087683117,0.087683117,0.087683117,1.35E-05,0.002069996,9.44E-05,0.971259147,0.000161877,0.027127808,0.000217454,0,2.70E-05,0.000188856,0,0.054390512,0.000277888,0.000310263,0,0,0.103567521,0.103567521,0.087683117,0.015884404,0,0,0,0.022332755,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,12.69,0.141595915,0.141595915,0.141595915,0,0.004749835,0,0.884974471,0.000141596,0.023729115,0.0001272,0,0,0.000141596,0,0.275356857,0.000791757,0.000401188,0,0,0.164523598,0.164523598,0.141595915,0.022927683,0,0,0,0.07451839,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,13.49,0.252655894,0.252655894,0.252655894,0,0.008572895,2.81E-05,0.842186315,0.000336875,0.056454556,0.000282975,0,2.81E-05,0.000112292,0,0.293417712,0.002574283,0.000252656,0,0,0.063745082,0.063745082,0.035263464,0.016008839,0,0.012472779,0.000116783,0.008572895,0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,9.91,0.161954383,0.161954383,0.161954383,0,0.00521925,0.000161954,0.809771914,0.000647818,0.108563421,0.000678049,0,0.00010797,0.000593833,0,0.395330649,0.002326745,0.000593833,0,0,0.187812123,0.18781202,0.161954383,0.025857637,0,0,0,0.005529662,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,10.65,0.097166496,0.097166496,0.097166496,0,0.003165101,2.91E-05,0.971664961,0.0001166,0.019540182,6.86E-05,0,1.94E-05,0.000136033,0,0.116570645,0.000539274,0.000281783,0,0,0.072602709,0.072602709,0.052795124,0.013539374,0,0.006268211,6.14E-05,0.003165101,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,16.29,0.034546142,0.034546142,0.034546142,0,0.001219824,3.45E-05,0.967291986,0.000414554,0.069472292,0.000701632,0,3.45E-05,0.000380008,0,0.225379033,0.002815511,0.000794561,0,0,0.043879512,0.043879474,0.034546142,0.009333331,0,0,0,0.001254716,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,15.27,0.180592958,0.180592958,0.180592958,0,0.006284274,0.000108356,0.758490423,0.000216712,0.036317244,0.000335903,0,3.61E-05,0.00025283,0,0.434199649,0.001267763,0.00050566,0,0,0.226089027,0.226089019,0.180592958,0.045496061,0,0,0,0.006690247,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.03,0.031936777,0.031936777,0.031936777,0,0.000972031,0,0.975845959,0.000106456,0.017840238,9.33E-05,0,0,0.000177427,0,0.202585621,0.000141941,0.000372596,0,0,0.03357815,0.03357815,0.031936777,0.001641373,0,0,0,0.005175976,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,11.71,0.070185916,0.070185916,0.070185916,0,0.002321516,2.34E-05,0.982602823,0.000140372,0.023523979,0.000215705,2.34E-05,0,4.68E-05,0,0,0.000441352,0.000163767,0,0,0.083807831,0.083807832,0.070185916,0.013446452,0.000175465,0,0,0.000198626,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6.03,0.112998947,0.112998947,0.112998947,0,0.003439221,9.83E-05,0.950483152,0.00014739,0.024700096,0.000121105,0,0,9.83E-05,0,0.089834163,0.000283726,0.00034391,0,0,0.116191904,0.116191904,0.112998947,0.003192957,0,0,0,0.099010415,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,15.27,0.278110474,0.278110474,0.26289558,1.37E-05,0.006655836,4.12E-05,0.595637099,0.000164806,0.027618773,0.000364359,0,4.12E-05,0.000109871,0,0.24464108,0.001175618,0.000302145,0,0,0.379920094,0.349082619,0.278110474,0.101809584,0,0,0,0.082733952,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,12.42,0.178090242,0.178090242,0.178090242,0,0.005951013,0,0.890451212,0.000101766,0.017054261,0.000112112,0,0,5.94E-05,0,0.272520473,0.000765788,0.000322259,0,0,0.118942233,0.118942233,0.090698477,0.028243756,0,0,0,0.005951013,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,11.71,0.174279308,0.174279308,0.174279308,0,0.005764462,0,0.871396539,0.000209135,0.035047569,0.000194844,0,0,0.000139423,0,0.175255272,0.001436061,0.000365987,0,0,0.207437019,0.207436992,0.174279308,0.033157684,0,0,0,0.006086008,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.71,0.168694629,0.168694629,0.168694629,0,0.005579744,0.000118086,0.843473146,0.000202434,0.03392449,0.00027008,0,0,0.000101217,0,0.30027644,0.001548617,0.000286781,0,0,0.194611354,0.194611354,0.168694629,0.025916725,0,0,0,0.083379513,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11.71,0.077888649,0.077888649,0.077888649,0,0.002576297,2.60E-05,0.986589548,0.000155777,0.026105679,3.12E-05,0,1.30E-05,9.09E-05,0,0.077408335,0.000385549,9.09E-05,0,0,0.026613772,0.026613772,0.01694831,0.00616943,0,0.003496032,3.34E-05,0.002576297,0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9.91,0.14952525,0.14952525,0.14952525,0,0.004818501,8.97E-05,0.917088201,0.00011962,0.020046352,0.000293468,0,0,7.97E-05,0,0.136636174,0.000936028,0.000309019,0,0,0.157733987,0.157733987,0.14952525,0.008208737,0,0,0,0.024393051,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14.27,0.232427754,0.232427754,0.135195477,0,0.007974441,7.75E-05,0.929711017,0.000185942,0.031160814,0.000235837,0,1.55E-05,0.000108466,0,0.090987718,0.000892523,0.000170447,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.77,0.097972984,0.097972984,0.097972984,1.96E-05,0.002422872,0.000176351,0.979808217,0.000235135,0.039404734,0.000273737,5.88E-05,0,0.000274324,0,0.085138523,0.001165879,0.000431081,0,0,0.031530058,0.031530058,0.012325981,0.01409067,0,0.005113406,4.51E-05,0.002422872,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11.71,0.037481813,0.037481813,0.037481813,0,0.001239805,0,0.993268033,0.000112445,0.018843981,5.28E-05,9.37E-06,0,0.000112445,0,0.057253469,0.000353266,0.0004123,0,0,0.042024515,0.042024515,0.037481813,0.004542702,0,0,0,0.024726471,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,11.71,0.248765509,0.248765509,0.248765509,0,0.008228285,2.93E-05,0.731663261,0.000351198,0.058854993,0.000356759,0,0,0.000234132,0,0.188505723,0.001729652,0.000351198,0,0,0.296241927,0.296241967,0.248765509,0.047476458,0,0,0,0.017021121,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7.51,0.187015714,0.187015714,0.187015714,0,0.005818219,0.000427464,0.731306248,0.000512957,0.085963109,0.000869463,0,0,0.000256479,0,0.479187692,0.003714666,0.000512957,0,0,0.209395342,0.20939519,0.187015714,0.022379476,0,0,0,0.00619567,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7.9,0.279676673,0.279676673,0.279676673,0,0.008751222,6.15E-05,0.659096637,0.000105455,0.017672578,0.000123295,0,0,0.000105455,0,0.20344995,0.00024079,0.000228487,0,0,0.306577307,0.306577307,0.279676673,0.026900634,0,0,0,0.149102599,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,15.96,0.237778427,0.237778427,0.237183981,2.38E-05,0.005777302,0.000214001,0.692410779,0.000285334,0.047817242,0.000542848,0,2.38E-05,0.000261556,0,0.384202382,0.001512271,0.000737113,0.064088657,0.063927443,0.276354648,0.275666041,0.173689294,0.102665354,0,0,0,0.005777302,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,8.9,0.182212367,0.182212367,0.182212367,0,0.005785971,0.000327982,0.87622283,0.00043731,0.073285814,0.000434759,0,0,0.00029154,0,0.081048061,0.001067764,0.00058308,0,0,0.208253872,0.208253794,0.182212367,0.026041427,0,0,0,0.005963446,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,15.96,0.17759569,0.17759569,0.17759569,0,0.006240459,0.000253708,0.862607639,0.00030445,0.051020705,0.000161105,0,2.54E-05,0.000152225,0,0.155091779,0.001534934,0.000152225,0,0,0.224504812,0.224504801,0.17759569,0.046909111,0,0,0,0.006615186,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10.65,0.232241964,0.232241964,0.232241964,0,0.007564907,0,0.767896817,0.00022475,0.037664402,0.000221004,0,3.75E-05,0.000168563,0,0.20780037,0.00107131,0.00022475,0,0,0.272274851,0.27227486,0.232241964,0.040032896,0,0,0,0.007821497,0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,9.91,0.173436276,0.173436276,0.173436276,0,0.005588984,0.00014453,0.892811406,0.000192707,0.032294477,8.83E-05,0,0,0.000112412,0,0.040709348,0.000213584,0.00028906,0,0,0.195231434,0.195231434,0.173436276,0.021795159,0,0,0,0.055945885,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,7.9,0.251162571,0.251162571,0.251162571,0,0.007859044,3.35E-05,0.753487713,0.00020093,0.033672529,0.000141991,0,0,0.000117209,0,0.112252925,0.000843906,0.000452093,0,0,0.27900143,0.27900143,0.251162571,0.027838859,0,0,0,0.09833517,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,12.42,0.146994345,0.146994345,0.146994345,0,0.004912061,4.90E-05,0.902839266,0.000293989,0.049267605,0.00026018,0,2.45E-05,0.000171493,0,0.17908811,0.001629187,0.000293989,0,0,0.174562722,0.174562644,0.146994345,0.027568299,0,0,0,0.047124672,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,12.69,0.295206893,0.295206893,0.29461648,2.36E-05,0.006670259,4.72E-05,0.63764689,0.000283399,0.047492885,0.000378809,0,7.08E-05,0.000141699,0,0.239542682,0.001180828,0.000566797,0.075410719,0.075259337,0.318977897,0.318341195,0.219796174,0.099181723,0,0,0,0.006670259,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,7.51,0.132641246,0.132641246,0.132641246,0,0.004126663,8.29E-05,0.939597429,0.000165802,0.027785578,9.16E-05,0,0,8.29E-05,0,0.040013443,0.000250084,0.000151985,0,0,0.148527283,0.148527246,0.132641246,0.015886,0,0,0,0.004304761,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7.9,0.171371159,0.171371159,0.171371159,0,0.005362346,0,0.889701934,0.000171371,0.02871895,0.000238492,0,0,0.000214214,0,0.122830278,0.0002999,0.000357023,0,0,0.193026518,0.193026476,0.171371159,0.021655317,0,0,0,0.005440749,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18.25,0.038017519,0.038017519,0.038017519,0,0.001379276,6.34E-05,0.823712904,0.00015207,0.02548441,0.000220375,0,0,0.00010138,0,0.556779233,0.001243173,0.000278795,0,0,0.049613212,0.049613242,0.038017519,0.011595723,0,0,0,0.001462154,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,16.77,0.071299782,0.071299782,0.071299782,0,0.002533897,0,0.89124727,0.000194454,0.032587241,0.000324252,0,0,0.000113431,0,0.408952861,0.001604245,0.000178249,0,0,0.091180959,0.091180916,0.071299782,0.019881134,0,0,0,0.002632258,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.03,0.124771562,0.124771562,0.124771562,0,0.00379763,0,0.94826387,0.000249543,0.041819268,0.000111047,0,2.08E-05,0.000124772,0,0.070246389,0.000675846,0.000582267,0,0,0.126141138,0.126141138,0.124771562,0.001369576,0,0,0,0.000312137,0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9.91,0.159277465,0.159277465,0.159277465,0,0.005132716,9.10E-05,0.910156941,0.000136524,0.02287907,0.00011377,0,1.14E-05,7.96E-05,0,0.025245478,0.000152451,0.000455078,0,0,0.184760882,0.184760835,0.159277465,0.02548337,0,0,0,0.005209625,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.9,0.039935028,0.039935028,0.039935028,0,0.001268097,0,0.798700559,9.58E-05,0.016061868,0.000130428,0,0,0.000135779,0,0.593841852,0.000495993,0.000279545,0,0,0.04010571,0.04010571,0.033684238,0.005566863,0,0.00085461,8.55E-06,0.001268097,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,10.65,0.260622829,0.260622829,0.260622829,0,0.008489528,0.000208498,0.703681639,0.000312747,0.052411251,0.000298934,0,0,0.000182436,0,0.203650679,0.001363057,0.000260623,0,0,0.305569002,0.305569061,0.260622829,0.044946231,0,0,0,0.008676655,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6.03,0.149253893,0.149253893,0.149253893,0,0.004542691,0,0.895523358,0.000179105,0.030014958,0.000190149,0,1.49E-05,0.000164179,0,0.209239033,0.000291045,0.000268657,0,0,0.153472853,0.153472853,0.149253893,0.00421896,0,0,0,0.130777007,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6.62,0.144180439,0.144180439,0.144180439,0,0.004426995,9.18E-05,0.917511884,0.000157288,0.026358806,0.000142214,0,0,6.55E-05,0,0.152542904,0.000477106,9.18E-05,0,0,0.159350581,0.15935058,0.144180439,0.015170141,0,0,0,0.004536834,0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.91,0.168414698,0.168414698,0.168414698,0,0.00542722,4.49E-05,0.898211724,0.000134732,0.022578797,0.000102396,0,2.25E-05,0.000101049,0,0.132991473,0.000715201,0.000314374,0,0,0.181638283,0.181638283,0.152207029,0.02665825,0.000271372,0.002501632,0.000408358,0.00542722,0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,9.91,0.195436851,0.195436851,0.193528288,0,0.006297953,3.82E-05,0.839767721,9.16E-05,0.015352481,0.000119934,0,0,8.40E-05,0,0.199162366,0.000473324,0.000206125,0,0,0.226703867,0.22448999,0.195436851,0.031266995,0,0,0,0.006399564,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10.65,0.153325432,0.153325432,0.153325432,0,0.004994466,2.19E-05,0.876145327,0.000262844,0.044048206,0.000161649,0,0,0.000153325,0,0.266523408,0.002034848,0.000262844,0,0,0.179729688,0.179729605,0.153325432,0.026404173,0,0,0,0.005262786,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15.96,0.211614368,0.211614368,0.211614368,0,0.0074356,0.000105807,0.881726534,0.000211614,0.035463041,0.000368209,0,3.53E-05,0.00019398,0,0.278502143,0.001601215,0.00019398,0,0,0.062107935,0.062107935,0.033570151,0.018328449,0,0.010209335,9.68E-05,0.0074356,0,0
