,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,emp_length,annual_inc,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,acc_now_delinq,grade_B,grade_C,grade_D,grade_E,grade_F,grade_G,sub_grade_A2,sub_grade_A3,sub_grade_A4,sub_grade_A5,sub_grade_B1,sub_grade_B2,sub_grade_B3,sub_grade_B4,sub_grade_B5,sub_grade_C1,sub_grade_C2,sub_grade_C3,sub_grade_C4,sub_grade_C5,sub_grade_D1,sub_grade_D2,sub_grade_D3,sub_grade_D4,sub_grade_D5,sub_grade_E1,sub_grade_E2,sub_grade_E3,sub_grade_E4,sub_grade_E5,sub_grade_F1,sub_grade_F2,sub_grade_F3,sub_grade_F4,sub_grade_F5,sub_grade_G1,sub_grade_G2,sub_grade_G3,sub_grade_G4,sub_grade_G5,home_ownership_OWN,home_ownership_RENT,verification_status_Source Verified,verification_status_Verified,loan_status_Current,loan_status_Default,loan_status_Fully Paid,loan_status_In Grace Period,loan_status_Late (16-30 days),loan_status_Late (31-120 days),issue_month,issue_year
10,6000.0,6000.0,6000.0,0,7.9,187.75,0,69600.0,9.16,0.0,1.0,10.0,0.0,3683.0,19.9,15.0,0.0,0.0,6109.15,6109.15,5257.81,745.87,0.0,105.47,1.0546999988,187.75,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,2011
11,1400.0,1400.0,1400.0,0,16.77,49.76,3,19200.0,21.38,0.0,1.0,3.0,0.0,5942.0,99.0,7.0,0.0,0.0,1419.6,1419.6,1400.0,19.6,0.0,0.0,0.0,1419.92,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,10,2011
12,3000.0,3000.0,3000.0,0,10.65,97.72,7,48000.0,5.2,0.0,2.0,9.0,0.0,2214.0,28.8,25.0,0.0,0.0,3452.19,3452.19,3000.0,452.19,0.0,0.0,0.0,1209.73,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,2011
13,9100.0,9100.0,9100.0,0,12.42,304.08,8,66000.0,18.51,0.0,1.0,11.0,1.0,9947.0,34.1,25.0,0.0,0.0,10946.3068045,10946.31,9100.0,1846.31,0.0,0.0,0.0,306.75,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,10,2011
14,12000.0,12000.0,12000.0,0,12.42,400.99,7,80000.0,13.9,0.0,0.0,8.0,0.0,37544.0,97.8,20.0,0.0,0.0,14393.7424085,14393.74,12000.0,2393.74,0.0,0.0,0.0,1967.64,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,10,2011
15,3000.0,3000.0,3000.0,0,12.42,100.25,4,65000.0,15.73,0.0,2.0,15.0,0.0,11922.0,45.9,63.0,0.0,0.0,3607.07435336,3607.07,3000.0,607.07,0.0,0.0,0.0,106.69,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,10,2011
16,21000.0,21000.0,21000.0,1,14.65,495.74,7,72000.0,22.98,0.0,1.0,9.0,0.0,7476.0,64.4,27.0,4641.44,4641.44,24784.57,24784.57,16358.56,8426.01,0.0,0.0,0.0,495.74,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,10,2011
17,10000.0,10000.0,10000.0,0,9.91,322.25,6,24000.0,10.6,0.0,0.0,8.0,0.0,8302.0,44.4,15.0,0.0,0.0,3542.29,3542.29,2743.91,798.38,0.0,0.0,0.0,644.5,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10,2011
18,6000.0,6000.0,6000.0,0,12.69,201.27,9,84000.0,15.54,0.0,1.0,6.0,0.0,2738.0,54.8,14.0,0.0,0.0,6543.57,6543.57,6000.0,543.57,0.0,0.0,0.0,931.17,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,2011
19,25000.0,25000.0,24725.0,1,17.58,629.14,7,116000.0,19.12,0.0,0.0,11.0,0.0,28687.0,77.1,35.0,0.0,0.0,37085.94,36677.99,25000.0,12085.94,0.0,0.0,0.0,7516.36,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,10,2011
20,7200.0,7200.0,7200.0,0,11.71,238.15,0,48000.0,2.42,0.0,1.0,3.0,0.0,2547.0,38.6,10.0,0.0,0.0,8508.51885622,8508.52,7200.0,1308.52,0.0,0.0,0.0,1848.15,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,10,2011
21,25000.0,25000.0,25000.0,1,9.91,530.07,2,55000.0,10.71,0.0,0.0,13.0,0.0,6742.0,12.0,31.0,0.0,0.0,30273.544659,30273.54,25000.0,5273.54,0.0,0.0,0.0,13312.11,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,10,2011
22,20000.0,20000.0,20000.0,1,16.77,494.59,0,120000.0,19.31,0.0,2.0,12.0,0.0,25015.0,73.6,36.0,5381.09,5381.09,23782.01,23782.01,14618.91,9138.37,24.73,0.0,0.0,494.59,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10,2011
23,4800.0,4800.0,4800.0,0,10.65,156.36,0,100000.0,10.9,3.0,1.0,7.0,0.0,14048.0,40.7,26.0,0.0,0.0,5506.28,5506.28,4800.0,706.28,0.0,0.0,0.0,2076.2,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,2011
24,10000.0,10000.0,10000.0,0,9.91,322.25,10,78000.0,15.42,1.0,0.0,12.0,0.0,8561.0,52.5,43.0,0.0,0.0,11073.75,11073.75,10000.01,1073.74,0.0,0.0,0.0,6244.27,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,2011
25,10000.0,10000.0,10000.0,0,6.03,304.36,3,50000.0,6.53,0.0,0.0,7.0,0.0,2.0,0.0,15.0,0.0,0.0,10755.04,10755.04,10000.0,755.04,0.0,0.0,0.0,4973.86,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,2011
26,10000.0,10000.0,10000.0,0,6.03,304.36,11,50000.0,4.78,0.0,0.0,11.0,0.0,2064.0,4.3,31.0,0.0,0.0,10874.4,10874.4,10000.0,874.4,0.0,0.0,0.0,3267.65,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,10,2011
27,10000.0,10000.0,10000.0,0,8.9,317.54,8,60000.0,13.54,1.0,0.0,6.0,0.0,10403.0,71.7,18.0,0.0,0.0,11429.8615092,11429.86,10000.0,1429.86,0.0,0.0,0.0,324.06,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,2011
28,30000.0,30000.0,30000.0,1,11.71,662.95,6,145000.0,8.02,0.0,1.0,9.0,0.0,6914.0,62.9,30.0,0.0,0.0,31495.49,31495.49,30000.0,1495.49,0.0,0.0,0.0,14.18,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,10,2011
29,18000.0,18000.0,18000.0,1,15.96,437.35,0,114000.0,14.29,0.0,2.0,7.0,0.0,20705.0,79.0,34.0,4111.01,4111.01,21791.54,21791.54,13888.98,7884.45,18.109965471,0.0,0.0,437.35,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,10,2011
30,6650.0,6650.0,6650.0,0,8.9,211.16,1,34000.0,13.48,0.0,1.0,7.0,0.0,2154.0,58.2,8.0,0.0,0.0,7595.84866944,7595.85,6650.0,945.85,0.0,0.0,0.0,635.4,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,10,2011
31,5000.0,5000.0,5000.0,0,8.9,158.77,2,144000.0,14.31,0.0,1.0,11.0,0.0,22640.0,43.5,41.0,0.0,0.0,5714.72165067,5714.72,5000.0,714.72,0.0,0.0,0.0,163.17,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,2011
32,10000.0,10000.0,10000.0,0,6.62,307.04,6,57664.0,3.75,0.0,1.0,7.0,0.0,30.0,0.1,25.0,0.0,0.0,10642.65,10642.65,10000.0,642.65,0.0,0.0,0.0,6656.81,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,2011
33,9600.0,9600.0,9600.0,0,14.27,329.37,7,64212.0,24.76,0.0,3.0,10.0,0.0,8773.0,62.2,13.0,0.0,0.0,11518.1,11518.1,9600.0,1918.1,0.0,0.0,0.0,4284.54,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,10,2011
34,20000.0,20000.0,19950.0,1,17.58,503.32,0,117996.0,18.28,1.0,2.0,10.0,0.0,14624.0,57.8,36.0,4679.56,4667.82,25106.87,25044.18,15320.45,9786.42,0.0,0.0,0.0,503.32,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,10,2011
35,6000.0,6000.0,6000.0,0,10.65,195.44,0,69500.0,19.18,0.0,0.0,8.0,0.0,3957.0,68.2,30.0,0.0,0.0,6755.47,6755.47,6000.0,755.47,0.0,0.0,0.0,3436.32,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,10,2011
36,23000.0,23000.0,23000.0,1,17.58,578.81,2,55000.0,17.76,0.0,1.0,8.0,0.0,8087.0,39.4,15.0,5370.43,5370.43,28895.41,28895.41,17629.57,11265.84,0.0,0.0,0.0,578.81,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,11,2011
37,6600.0,6600.0,6600.0,0,10.65,214.99,0,65000.0,20.95,0.0,0.0,11.0,0.0,9080.0,60.1,32.0,0.0,0.0,7397.45,7397.45,6600.0,797.45,0.0,0.0,0.0,3963.2,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,2011
38,25000.0,25000.0,24990.3234935,0,7.9,782.26,2,50000.0,15.29,0.0,0.0,5.0,0.0,20517.0,19.0,10.0,0.0,0.0,28019.1861505,28007.49,25000.0,3019.19,0.0,0.0,0.0,6120.5,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,10,2011
39,12000.0,12000.0,11950.0,1,8.9,248.52,6,50000.0,8.98,0.0,0.0,8.0,0.0,8864.0,22.7,19.0,2428.68,2418.63,12366.6,12314.97,9571.32,2795.28,0.0,0.0,0.0,248.52,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,2011
40,16500.0,16500.0,16500.0,0,16.77,586.39,4,75000.0,11.5,3.0,0.0,10.0,0.0,52634.0,77.4,32.0,0.0,0.0,21104.3418387,21104.34,16500.0,4604.34,0.0,0.0,0.0,600.67,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,10,2011
41,9600.0,9600.0,9600.0,0,13.49,325.74,9,33280.0,11.25,0.0,0.0,5.0,0.0,12978.0,94.7,8.0,0.0,0.0,11565.53,11565.53,9600.0,1965.53,0.0,0.0,0.0,3108.78,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,10,2011
42,6000.0,6000.0,6000.0,0,14.27,205.86,9,62217.0,7.64,0.0,0.0,8.0,0.0,14422.0,93.9,10.0,0.0,0.0,7407.49894869,7407.5,6000.0,1407.5,0.0,0.0,0.0,215.9,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,10,2011
43,20000.0,20000.0,20000.0,1,17.58,503.32,9,51000.0,21.34,0.0,0.0,7.0,0.0,19779.0,70.9,10.0,0.0,0.0,27207.5735295,27207.57,20000.0,7207.57,0.0,0.0,0.0,12690.08,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,10,2011
44,4800.0,4800.0,4800.0,0,11.71,158.77,7,163232.0,5.2,0.0,1.0,13.0,1.0,23719.0,81.8,24.0,0.0,0.0,5615.62,5615.62,4800.0,815.62,0.0,0.0,0.0,1816.69,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,10,2011
45,15000.0,15000.0,14725.0,1,10.65,323.53,5,95000.0,7.3,0.0,0.0,6.0,0.0,2886.0,11.6,11.0,0.0,0.0,16900.95,16590.83,15000.0,1900.95,0.0,0.0,0.0,12102.18,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,10,2011
46,15000.0,15000.0,15000.0,0,18.25,544.17,0,94000.0,5.63,0.0,0.0,5.0,0.0,6728.0,96.1,16.0,0.0,0.0,6623.1,6623.1,3747.91,2229.38,0.0,645.81,6.36,544.17,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,10,2011
47,12000.0,12000.0,12000.0,0,13.49,407.17,6,75000.0,11.73,0.0,1.0,12.0,0.0,15554.0,79.5,18.0,0.0,0.0,14654.5340628,14654.53,12000.0,2654.53,0.0,0.0,0.0,418.7,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,2011
48,10375.0,10375.0,10375.0,0,14.27,355.96,3,41280.0,23.78,0.0,0.0,7.0,0.0,6261.0,57.4,15.0,0.0,0.0,9722.92,9722.92,7026.88,2213.78,0.0,482.26,84.2327999993,355.96,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,2011
49,25000.0,25000.0,25000.0,1,18.25,638.25,10,120000.0,17.43,1.0,3.0,12.0,0.0,64531.0,92.2,20.0,5896.57,5896.57,31876.59,31876.59,19103.43,12773.16,0.0,0.0,0.0,638.25,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,10,2011
50,2000.0,2000.0,2000.0,0,10.65,65.15,7,16800.0,5.57,0.0,0.0,4.0,0.0,1968.0,50.5,5.0,0.0,0.0,2260.78,2260.78,2000.0,260.78,0.0,0.0,0.0,1094.57,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,10,2011
51,9600.0,9600.0,9600.0,0,15.96,337.32,0,57000.0,5.35,0.0,2.0,9.0,0.0,4895.0,38.5,9.0,0.0,0.0,10842.84,10842.84,9600.0,1242.84,0.0,0.0,0.0,7478.96,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,10,2011
52,10000.0,10000.0,10000.0,0,16.29,353.01,0,126000.0,8.87,0.0,1.0,8.0,0.0,13092.0,83.4,15.0,0.0,0.0,12706.4413818,12706.44,10000.0,2706.44,0.0,0.0,0.0,357.3,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,10,2011
53,30000.0,30000.0,30000.0,1,14.27,702.26,8,80000.0,17.43,1.0,0.0,13.0,0.0,29327.0,49.6,23.0,6599.57,6599.57,35085.73,35085.73,23400.43,11685.3,0.0,0.0,0.0,702.26,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,10,2011
54,2000.0,2000.0,2000.0,0,7.9,62.59,10,70000.0,15.12,0.0,0.0,9.0,0.0,22657.0,58.1,20.0,0.0,0.0,2252.29316643,2252.29,2000.0,252.29,0.0,0.0,0.0,65.69,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,2011
55,2200.0,2200.0,2200.0,0,7.51,68.45,1,120000.0,14.0,1.0,1.0,7.0,0.0,10538.0,41.5,34.0,0.0,0.0,2444.88,2444.88,2200.0,244.88,0.0,0.0,0.0,672.15,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,10,2011
